dep3_column_name
COR_DEP3_DEP_TIME
COR_DEP3_ELAPSED_TIME
COR_DEP3_GECL4_HOTBOX_TEMP_PV
COR_DEP3_GECL4_HOTBOX_TEMP_SP
COR_DEP3_GECL4_TANK_PRESS_PV
COR_DEP3_GECL4_TANK_PRESS_SP
COR_DEP3_GECL4_TANK_TEMP_PV
COR_DEP3_GECL4_TANK_TEMP_SP
COR_DEP3_HOOD_PRESS_PV
COR_DEP3_OPERATOR_W
COR_DEP3_RECIPE
COR_DEP3_SICL4_HOTBOX_TEMP_PV
COR_DEP3_SICL4_HOTBOX_TEMP_SP
COR_DEP3_SICL4_TANK_PRESS_PV
COR_DEP3_SICL4_TANK_PRESS_SP
COR_DEP3_SICL4_TANK_TEMP_PV
COR_DEP3_SICL4_TANK_TEMP_SP
COR_DEP3_SP-A_ACTUAL_FINAL_WEIGHT
COR_DEP3_SP-A_BATCH_ID
COR_DEP3_SP-A_BATCH_ID_W
COR_DEP3_SP-A_C2H2_CONS
COR_DEP3_SP-A_C2H2_FLOW_PV
COR_DEP3_SP-A_C2H2_FLOW_SP
COR_DEP3_SP-A_CORE_Wt
COR_DEP3_SP-A_GECL4_FLOW_PV
COR_DEP3_SP-A_GECL4_FLOW_SP
COR_DEP3_SP-A_GeCl4_CONS
COR_DEP3_SP-A_H2_CONS
COR_DEP3_SP-A_IS_O2_FLOW_PV
COR_DEP3_SP-A_IS_O2_FLOW_SP
COR_DEP3_SP-A_LEB_H2_FLOW_PV
COR_DEP3_SP-A_LEB_H2_FLOW_SP
COR_DEP3_SP-A_LEB_O2_FLOW_PV
COR_DEP3_SP-A_LEB_O2_FLOW_SP
COR_DEP3_SP-A_MAIN_H2_FLOW_PV
COR_DEP3_SP-A_MAIN_H2_FLOW_SP
COR_DEP3_SP-A_MAKEUP_O2_FLOW_PV
COR_DEP3_SP-A_MAKEUP_O2_FLOW_SP
COR_DEP3_SP-A_MATERIAL_CODE_W
COR_DEP3_SP-A_NOS_GECL4_PASSES
COR_DEP3_SP-A_O2_CONS
COR_DEP3_SP-A_OS_O2_FLOW_PV
COR_DEP3_SP-A_OS_O2_FLOW_SP
COR_DEP3_SP-A_PROCESS_ORDER_W
COR_DEP3_SP-A_PROCESS_STAGE
COR_DEP3_SP-A_REB_H2_FLOW_PV
COR_DEP3_SP-A_REB_H2_FLOW_SP
COR_DEP3_SP-A_REB_O2_FLOW_PV
COR_DEP3_SP-A_REB_O2_FLOW_SP
COR_DEP3_SP-A_ROTATION_PV
COR_DEP3_SP-A_SICL4_FLOW_PV
COR_DEP3_SP-A_SICL4_FLOW_SP
COR_DEP3_SP-A_SOOT_DIA
COR_DEP3_SP-A_SiCl4_CONS
COR_DEP3_SP-A_TARGET_CORE_WEIGHT
COR_DEP3_SP-A_TARGET_FINAL_WEIGHT
COR_DEP3_SP-B_ACTUAL_FINAL_WEIGHT
COR_DEP3_SP-B_BATCH_ID
COR_DEP3_SP-B_BATCH_ID_W
COR_DEP3_SP-B_C2H2_CONS
COR_DEP3_SP-B_C2H2_FLOW_PV
COR_DEP3_SP-B_C2H2_FLOW_SP
COR_DEP3_SP-B_GECL4_FLOW_PV
COR_DEP3_SP-B_GECL4_FLOW_SP
COR_DEP3_SP-B_GeCl4_CONS
COR_DEP3_SP-B_H2_CONS
COR_DEP3_SP-B_IS_O2_FLOW_PV
COR_DEP3_SP-B_IS_O2_FLOW_SP
COR_DEP3_SP-B_LEB_H2_FLOW_PV
COR_DEP3_SP-B_LEB_H2_FLOW_SP
COR_DEP3_SP-B_LEB_O2_FLOW_PV
COR_DEP3_SP-B_LEB_O2_FLOW_SP
COR_DEP3_SP-B_MAIN_H2_FLOW_PV
COR_DEP3_SP-B_MAIN_H2_FLOW_SP
COR_DEP3_SP-B_MAKEUP_O2_FLOW_PV
COR_DEP3_SP-B_MAKEUP_O2_FLOW_SP
COR_DEP3_SP-B_MATERIAL_CODE_W
COR_DEP3_SP-B_NOS_GECL4_PASSES
COR_DEP3_SP-B_O2_CONS
COR_DEP3_SP-B_OS_O2_FLOW_PV
COR_DEP3_SP-B_OS_O2_FLOW_SP
COR_DEP3_SP-B_PROCESS_ORDER_W
COR_DEP3_SP-B_PROCESS_STAGE
COR_DEP3_SP-B_REB_H2_FLOW_PV
COR_DEP3_SP-B_REB_H2_FLOW_SP
COR_DEP3_SP-B_REB_O2_FLOW_PV
COR_DEP3_SP-B_REB_O2_FLOW_SP
COR_DEP3_SP-B_ROTATION_PV
COR_DEP3_SP-B_SICL4_FLOW_PV
COR_DEP3_SP-B_SICL4_FLOW_SP
COR_DEP3_SP-B_SOOT_DIA
COR_DEP3_SP-B_SiCl4_CONS
COR_DEP3_SP-B_TARGET_CORE_WEIGHT
COR_DEP3_SP-B_TARGET_FINAL_WEIGHT
COR_DEP3_START_DATE_TIME
COR_DEP3_TRAVERSE_POSITION_PV
COR_DEP3_TRAVERSE_SPEED_PV
COR_DEP3_TRAVERSE_SPEED_SP
